"CustomerID","CLV.Id","CLV.period.first","CLV.period.last","CLV.period.length","CLV.predicted.mean.spending","CLV.predicted.total.spending","CLV.CET","CLV.PAlive"
12346,"12346",2011-12-08,2011-12-19,12,63.4979307558273,1.73999124755602,0.0274023299160239,1
12347,"12347",2011-12-08,2011-12-19,12,64.7344992224724,12.5967092308926,0.194590355717461,0.996063608128306
12348,"12348",2011-12-08,2011-12-19,12,52.5332563483704,5.79798413176025,0.110367879982755,0.981749234247578
12349,"12349",2011-12-08,2011-12-19,12,63.4979307558273,9.04062151583105,0.142376631934599,1
12350,"12350",2011-12-08,2011-12-19,12,63.4979307558273,1.81145802999388,0.0285278277328374,1
12352,"12352",2011-12-08,2011-12-19,12,268.393973037886,62.5451317831233,0.233034784928999,0.992101933725051
12353,"12353",2011-12-08,2011-12-19,12,63.4979307558273,2.552258764715,0.0401943612072866,1
12354,"12354",2011-12-08,2011-12-19,12,63.4979307558273,2.30342798047826,0.0362756384823905,1
12355,"12355",2011-12-08,2011-12-19,12,63.4979307558273,2.45744812124487,0.0387012315518541,1
12356,"12356",2011-12-08,2011-12-19,12,52.1229451269823,4.64218437135816,0.0890622039880677,0.983099617098177
12357,"12357",2011-12-08,2011-12-19,12,63.4979307558273,7.50211093149167,0.118147329246681,1
12358,"12358",2011-12-08,2011-12-19,12,63.4979307558273,3.22393338018841,0.0507722589037681,1
12359,"12359",2011-12-08,2011-12-19,12,276.125148809111,50.1270155091362,0.181537305549049,0.994805840267004
12360,"12360",2011-12-08,2011-12-19,12,99.6598374895182,13.0948720588819,0.131395679430635,0.973190291824255
12361,"12361",2011-12-08,2011-12-19,12,63.4979307558273,1.93320938977585,0.0304452344629897,1
12362,"12362",2011-12-08,2011-12-19,12,80.5625501456448,35.4878011756804,0.440499973145386,0.998048766656604
12363,"12363",2011-12-08,2011-12-19,12,50.4841110442438,3.44439460770499,0.0682273003616199,0.903780042518894
12364,"12364",2011-12-08,2011-12-19,12,46.0741795802561,12.6890966821226,0.275405808583518,0.990245999543145
12365,"12365",2011-12-08,2011-12-19,12,63.4979307558273,1.91087314279118,0.030093471079226,1
12367,"12367",2011-12-08,2011-12-19,12,63.4979307558273,11.1811833636294,0.176087365848584,1
12370,"12370",2011-12-08,2011-12-19,12,77.5157363480512,8.55052300616245,0.110306931327724,0.985959799372652
12371,"12371",2011-12-08,2011-12-19,12,56.9676863158986,10.1030103477609,0.177346334406798,0.90152998787637
12372,"12372",2011-12-08,2011-12-19,12,55.9178066107018,5.3371457083692,0.095446263576221,0.973148754272071
12373,"12373",2011-12-08,2011-12-19,12,63.4979307558273,1.80651142732445,0.0284499259396522,1
12374,"12374",2011-12-08,2011-12-19,12,63.4979307558273,8.25095098281538,0.129940470257894,1
12375,"12375",2011-12-08,2011-12-19,12,47.2929237199101,10.4900063419498,0.221809216196409,0.985493785714511
12377,"12377",2011-12-08,2011-12-19,12,78.8612165302561,2.55020775250041,0.0323379205229733,0.589924272145593
12378,"12378",2011-12-08,2011-12-19,12,63.4979307558273,3.5915097580002,0.0565610519153902,1
12379,"12379",2011-12-08,2011-12-19,12,47.3429419515006,6.89314243909711,0.145600213145998,0.951486824775029
12380,"12380",2011-12-08,2011-12-19,12,64.5827937802292,15.5820508657621,0.241272480697982,0.990771879415578
12381,"12381",2011-12-08,2011-12-19,12,44.3134807229659,17.8533426813653,0.402887392055228,0.994850169704588
12383,"12383",2011-12-08,2011-12-19,12,55.9752640457658,8.37144590589105,0.149556166435347,0.864152762168429
12384,"12384",2011-12-08,2011-12-19,12,61.5720414861579,11.7720987543648,0.191192276075681,0.977230736789929
12386,"12386",2011-12-08,2011-12-19,12,46.4350029556022,1.30034344118961,0.0280035180019888,0.525843462841364
12388,"12388",2011-12-08,2011-12-19,12,51.4071509757468,9.44816108844605,0.183790793870362,0.994104802529297
12390,"12390",2011-12-08,2011-12-19,12,63.4979307558273,4.92984389246646,0.0776378668373226,1
12391,"12391",2011-12-08,2011-12-19,12,63.4979307558273,8.68440380651351,0.136766721421336,1
12393,"12393",2011-12-08,2011-12-19,12,48.1283660524164,5.66674772057014,0.117742366620103,0.981396979844089
12394,"12394",2011-12-08,2011-12-19,12,53.5466485278973,4.10884686613657,0.0767339689615849,0.930893848319828
12395,"12395",2011-12-08,2011-12-19,12,48.5416373604775,18.9184410529128,0.389736359991766,0.997342509832819
12397,"12397",2011-12-08,2011-12-19,12,98.5175936825982,10.9067345207323,0.110708494930067,0.938108733878461
12398,"12398",2011-12-08,2011-12-19,12,63.4979307558273,6.60323634778892,0.103991362697798,1
12399,"12399",2011-12-08,2011-12-19,12,45.8437534455529,6.40032131389839,0.139611633709265,0.950134632130735
12401,"12401",2011-12-08,2011-12-19,12,63.4979307558273,1.84685760210762,0.0290853194761489,1
12402,"12402",2011-12-08,2011-12-19,12,63.4979307558273,1.74919260615609,0.0275472379231124,1
12403,"12403",2011-12-08,2011-12-19,12,63.4979307558273,6.34965176930519,0.0999977746317736,1
12405,"12405",2011-12-08,2011-12-19,12,63.4979307558273,3.25566686383571,0.0512720150890418,1
12406,"12406",2011-12-08,2011-12-19,12,69.9903273334234,9.9367850749483,0.141973690558853,0.981412495734803
12407,"12407",2011-12-08,2011-12-19,12,57.7219599127228,10.4328417973672,0.180743027664721,0.986633619377589
12408,"12408",2011-12-08,2011-12-19,12,46.3995292048266,12.0500780406206,0.259702592830772,0.99219785469021
12409,"12409",2011-12-08,2011-12-19,12,58.8601506826239,11.0984492395011,0.188556249190465,0.962322190103003
12410,"12410",2011-12-08,2011-12-19,12,49.2557611642304,1.38952923358854,0.0282104915393656,0.456745183832993
12412,"12412",2011-12-08,2011-12-19,12,56.718098316151,8.34386573097234,0.147111168721895,0.957086558289414
12413,"12413",2011-12-08,2011-12-19,12,41.8479141949247,4.87157496148107,0.116411416320288,0.982842700250789
12414,"12414",2011-12-08,2011-12-19,12,59.3233957703034,4.70496863419299,0.0793105076521637,0.840892455454786
12415,"12415",2011-12-08,2011-12-19,12,131.579018937874,71.7322676460415,0.545164937579528,0.996327696052025
12417,"12417",2011-12-08,2011-12-19,12,85.4648126268523,29.4897872595318,0.345051797963766,0.997879732852338
12418,"12418",2011-12-08,2011-12-19,12,63.4979307558273,3.95671245110742,0.0623124628473708,1
12420,"12420",2011-12-08,2011-12-19,12,63.4979307558273,5.59734079714872,0.0881499716687231,1
12421,"12421",2011-12-08,2011-12-19,12,57.7741112260383,7.10109899285552,0.122911436319164,0.990059074149264
12422,"12422",2011-12-08,2011-12-19,12,55.5720284010105,4.88634521320651,0.087928142157173,0.968026767235312
12423,"12423",2011-12-08,2011-12-19,12,47.469556799102,10.6932151947851,0.225264694171052,0.973119779331726
12424,"12424",2011-12-08,2011-12-19,12,63.4979307558273,3.0458066093924,0.0479670214940489,1
12425,"12425",2011-12-08,2011-12-19,12,63.4979307558273,4.96686252582497,0.0782208564389974,1
12426,"12426",2011-12-08,2011-12-19,12,63.4979307558273,2.65467915562545,0.0418073333103351,1
12427,"12427",2011-12-08,2011-12-19,12,41.9664421555776,5.71688627195811,0.136225183225314,0.993133421836104
12428,"12428",2011-12-08,2011-12-19,12,61.2276563282301,21.3499274588153,0.348697447185669,0.994907574693472
12429,"12429",2011-12-08,2011-12-19,12,75.7723572203743,8.29875045403231,0.109522136547718,0.990742304255542
